Year,Country Code,Country Name,life_expatancy,life_expatancy_male,life_expatancy_female,ratio_mort_neonatal,ratio_mort_one_year,ratio_mort_five_year,ratio_maternal_mort,ratio_mort_in_year,ratio_poblation_0_14_year,ratio_poblation_15_64_year,ratio_poblation_more_64_year,ratio_population_growth,ratio_mortality_CVD_cancer_diabetes_CRD,ratio_infectious_diseases,porc_prev_malnutrition,doctor_1000_people,bed_1000_people,porc_water_service,porc_sanitation_services,porc_electricity,porc_internet,porc_secundary_school_compl,porc_literacy,porc_unemployment,porc_below_poverty_line,PIB_growth_per_capita
1987,PRY,Paraguay,67.012,65.436,68.633,23.5,23.5,51,,6.923,41.2869256513117,54.7713517108154,3.9417226378729,2.79399664348368,,,,,,,,,,,,,,4.61806165563605
1992,VCT,San Vicente y las Granadinas,72.624,70.216,75.061,12.5,12.5,22.7,,5.885,36.3190736741697,57.0929549599678,6.58797136586249,0.391147479700536,,,,,,,,69.1144332885742,0,,,19.734,,5.96265870521995
2021,VCT,San Vicente y las Granadinas,69.629,67.354,72.396,8.5,8.5,13.7,,13.425,22.0924548556531,67.1155541923858,10.791990951961,-0.287130994918257,,,,,,,,,84.91281395,,,20.398,,1.64354578441468
2012,TON,Tonga,70.442,67.709,73.454,5.4,5.4,12.8,92,6.636,37.2713996018679,56.8221986567692,5.90640174136295,-0.101342093995982,26.1,,,,,,93.4779841,92.8000030517578,30,,,1.661,,0.925330752757276
1999,DOM,República Dominicana,69.279,66.539,72.246,23.4,23.4,41.2,,6.092,35.470126521541,59.9518402106481,4.57803326781094,1.5485138848381,,,,,,,,91,1.104743874,57.4919204711914,,6.405,,4.31218911356312
2015,BRA,Brasil,74.332,71.124,77.572,9.5,9.5,15.9,62,6.433,22.4977463982396,69.5960091858107,7.90624441594974,0.845992601345206,16.2,14.176204494403,2.5,,,,86.03796198,99.7108993530273,58.32795173,,92.0478973388672,8.56,,-4.35831717939337
2016,BRA,Brasil,74.442,71.092,77.848,10,10,16.7,63,6.538,22.1115988160819,69.7265502011224,8.16185098279568,0.8112564782781,16.3,,2.5,,,,86.86024254,99.6999969482422,60.87254007,,92.8084411621094,11.74,,-4.05742300240568
2003,TTO,Trinidad y Tobago,69.729,,,,,,,,,,,,,,,,,,,,,,,,,
1991,MHL,Islas Marshall,62.282,59.714,65.383,17.9,17.9,45.7,,7.111,50.556281679365,46.7850425579394,2.65867576269565,2.16120119546675,,,,,,,,,0,,,,,-2.05206705192801
1997,TON,Tonga,68.49,65.135,72.437,7.7,7.7,18.1,,6.838,39.3813705815733,55.386556458503,5.2320729599237,0.461034507923036,,,,0.44,0.44,0.44,,83.3168563842773,0.510866122,,,2.915,,0.757848699687798
1995,SUR,Suriname,65.337,62.412,68.402,18.6,18.6,37.6,,6.975,36.6335243618956,59.6019471104053,3.76452852769914,1.84480249192521,,,,0.75,0.75,0.75,,,0.114720735,,,8.39,,-1.82789017008447
2015,TON,Tonga,70.607,67.925,73.528,5.4,5.4,12.4,86,6.782,36.7652324682912,57.2482614349522,5.98650609675656,-0.473800875069268,26.1,12.4129149813934,,,,,93.32617551,100,38.65127243,,,1.941,,1.65237893342727
1985,SLV,El Salvador,57.025,50.876,63.854,25.9,25.9,79.9,,10.464,42.9829334312673,54.1237090676969,2.89335750103578,1.95757850487843,,,,,,,,,,,,,,-1.33613489627091
1985,MEX,México,67.874,64.495,71.495,25.9,25.9,57.1,,6.341,42.0940438005628,54.1034148330419,3.80254136639534,1.86354345855765,,,,,,,,,,60.3698616027832,,,,0.301015177283205
2014,TUV,Tuvalu,64.025,60.478,68.188,12.8,12.8,27.1,,10.098,31.8010826681347,62.7764015047252,5.4225158271401,-0.174176145239123,,,,0.9091,0.9091,0.9091,83.6288764,97.703857421875,24.1,96.3302764892578,,,,0.174327919992663
1997,CHL,Chile,75.596,72.335,78.86,6.3,6.3,12.2,,5.138,28.0628327261356,64.4943487833886,7.44281849047581,1.31731727694084,,,,,,,,96.2361679077148,1.057092496,86.9239120483398,,7.14,,5.98632652912754
2002,ECU,Ecuador,73.613,,,,,,,,,,,,,,,,,,,,,,,,,
2008,VEN,Venezuela,72.436,,,,,,,,,,,,,,,,,,,,,,,,,
2010,PAN,Panamá,76.448,73.325,79.733,11.1,11.1,19.8,55,4.755,29.191464054912,64.3490379434364,6.45949800165166,1.78967209984493,11.5,17.7646043936081,10.9,1.4058,1.4058,1.4058,72.96413685,86.8499984741211,40.1,69.9341430664063,94.0941162109375,5.875,29.8,3.95086673010184
2016,MHL,Islas Marshall,64.057,62.559,65.906,16.2,16.2,34.6,,7.021,36.7429493678744,60.4264520267334,2.83059860539221,-2.21210382968728,,,,,,,83.29721276,93.3688278198242,29.78777936,,,,,4.29794263761897
1989,GTM,Guatemala,62.374,59.69,65.3,29,29,84.1,,8.681,45.6372889623869,50.994627773533,3.36808326408009,2.75932199526975,,,,,,,,,,,,,,1.11368753036302
2020,MEX,México,70.133,66.334,74.314,8.4,8.4,13.7,59,9.33,25.3368030520634,66.6419602489641,8.02123669897249,0.727243815691995,,,6.1,,,,92.42406261,99.4000015258789,71.49017499,90.5331420898438,95.2478485107422,4.45,43.9,-8.65463726096949
2008,SLV,El Salvador,71.424,,,,,,,,,,,,,,,,,,,,,,,,,
2003,URY,Uruguay,75.785,,,,,,,,,,,,,,,,,,,,,,,,,
1994,DMA,Dominica,71.076,68.648,73.542,10.4,10.4,15.8,,9.548,32.5007044950396,58.5012680910713,8.99802741388903,0.0419175098464654,,,,,,,,,0,,,,,-0.0074416917623239
1996,KIR,Kiribati,63.291,61.595,64.914,30.5,30.5,75,,7.801,41.5500141854246,55.0955856165831,3.35440019799231,1.64445959258351,,,,,,,,,,,,,,0.0362588109729387
1999,TON,Tonga,68.809,65.486,72.668,7.4,7.4,17.4,,6.789,38.5612166852974,56.0868584652194,5.35192484948324,0.628552419810384,,,,,,,,84.8288421630859,1.01796712,82.6530609130859,,3.576,,3.06104812464822
1989,FSM,Micronesia (Estados Federados de),67.096,63.896,70.559,24.5,24.5,50.5,,5.925,44.7356051096889,52.0535349935173,3.21085989679379,1.88656309831489,,,,,,,,,,,,,,1.59123579606191
2022,VEN,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,5.328,,
1996,MEX,México,72.037,68.674,75.566,18,18,34.1,,5.235,35.9964554841046,59.438071450553,4.5654730653424,1.78129571544977,,,,1.6518,1.6518,1.6518,,96.093624,0.20040628,,,5.47,,4.88815073113065
2001,CUB,Cuba,76.421,,,,,,,,,,,,,,,,,,,,,,,,,
2006,DMA,Dominica,72.848,,,,,,,,,,,,,,,,,,,,,,,,,
2007,PAN,Panamá,76.154,,,,,,,,,,,,,,,,,,,,,,,,,
2017,CUB,Cuba,77.529,75.118,80.071,2.3,2.3,5.4,40,9.622,16.2706387077738,69.0426947519959,14.6866665402303,-0.0494478967755684,16.8,,2.5,8.295,8.295,8.295,90.71869884,99.2350311279297,57.14840432,93.1427764892578,,1.7,,1.85940928423317
2014,LCA,Santa Lucía,72.864,69.862,76.104,12.6,12.6,21.4,72,7.724,21.2272637561605,70.6281624795842,8.14457376425529,0.473649181569482,17.2,,,1.8564,1.8564,1.8564,82.72336643,96.4376373291016,53.2,87.1061096191406,,21.303,,0.936936196659175
2011,PER,Perú,74.133,72.086,76.298,9.3,9.3,19,73,6.864,29.5087698687974,63.1507509832468,7.34047914795586,0.845382115888711,11.6,,7.7,,,,72.21128891,89.7074890136719,36.01,85.7064971923828,,3.48,27.8,5.43211009632483
2017,COL,Colombia,76.646,73.759,79.535,8,8,14.6,71,5.249,23.3589271750187,68.9695064413545,7.67156638362681,1.51228960592288,10.2,,5.9,2.1064,2.1064,2.1064,90.8964834,98.5,62.25988032,73.6766662597656,,8.87,,-0.161953874918439
2019,TUV,Tuvalu,64.278,60.592,68.85,10.3,10.3,22.7,,10.161,31.5397955458196,62.6369112814896,5.82329317269076,0.834063769243882,,,,,,,,99.6999969482422,,64.7058792114258,,,,12.8479434981304
2020,NRU,Nauru,63.437,59.994,67.272,18.3,18.3,28.6,,6.602,38.9687373122209,58.9118960617134,2.11936662606577,1.49714417461665,,,,,,,,100,76.6826512,,,,,-0.35364778025118
1991,LCA,Santa Lucía,70.602,68.265,72.858,11.7,11.7,21.3,,5.999,39.5148629118623,54.8910538336505,5.59408325448729,1.37281484876296,,,,0.393,0.393,0.393,,,0,,,16.934,,-0.992878814497217
1985,BOL,Bolivia,53.446,52.141,54.734,46,46,145.9,,13.784,41.0264139951735,55.2184749194676,3.75511108535884,2.11605770951857,,,,,,,,,,,,,,-3.73511538556099
1987,FSM,Micronesia (Estados Federados de),66.292,63.157,69.696,,,53.7,,6.281,45.0622004415962,51.7588453874737,3.17895417093004,2.67203550457982,,,,,,,,,,,,,,-1.46852594045788
2003,CRI,Costa Rica,78.072,,,,,,,,,,,,,,,,,,,,,,,,,
2003,PER,Perú,72.217,,,,,,,,,,,,,,,,,,,,,,,,,
2018,LCA,Santa Lucía,73.357,70.023,76.968,12.4,12.4,23.6,61,7.976,19.2683036517359,72.1628215506386,8.56887479762547,0.40839260143256,17.9,,,,,,83.375995,98.8773956298828,71.5,86.2200164794922,,19.08,,2.46151969816634
1988,SLV,El Salvador,61.476,56.436,66.701,24,24,67.1,,8.35,42.1550156123062,54.8317788397333,3.01320554796057,2.01693944797354,,,,0.647,0.647,0.647,,,,39.9159889221191,,,,-0.156060547506925
1994,COL,Colombia,69.613,65.533,73.969,16.3,16.3,31,,5.653,35.1213488895923,60.7589145811128,4.1197365292948,1.94749136422042,,,,0.9904,0.9904,0.9904,,92.7219619750977,0.107173945,,,8.25,,3.77386715690713
2011,GTM,Guatemala,71.177,67.907,74.525,15.6,15.6,33.4,120,5.233,38.4629850358179,57.3342714830366,4.20274348114551,1.81948775605672,16.6,,16.3,,,,65.56077361,84.0264129638672,12.3,59.0926513671875,,3.095,,2.28579516997895
1985,TTO,Trinidad y Tobago,67.543,64.998,70.156,22,22,33.8,,7.004,34.9013636187468,60.3143228518764,4.78431352937671,1.26131243924535,,,,,,,,,,77.2773284912109,,,,-5.3211783434399
2011,CHL,Chile,79.11,76.451,81.684,5.3,5.3,8.5,20,5.805,21.1091599866842,68.8966704831895,9.99416953012632,0.991361115471139,12.7,,3.3,1.5854,1.5854,1.5854,97.56563455,99.5881958007813,52.24960729,94.9757385253906,96.703010559082,7.32,22.2,5.17603699620184
2021,MHL,Islas Marshall,65.269,63.692,67.2,13.8,13.8,29.7,,7.556,33.1831153388823,62.551724137931,4.26516052318668,-3.18995490050083,,,,,,,,,,95.9143981933594,,,,4.39230910482011
1988,VUT,Vanuatu,66.04,63.603,69.268,,,39.7,,6.893,44.628032955357,51.6019578129627,3.77000923168034,2.52020506201702,,,,,,,,,,,,,,-4.13946484679742
2006,JAM,Jamaica,71.199,,,,,,,,,,,,,,,,,,,,,,,,,
2000,TON,Tonga,68.978,,,,,,,,,,,,,,,,,,,,,,,,,
2004,VEN,Venezuela,72.514,,,,,,,,,,,,,,,,,,,,,,,,,
1987,GTM,Guatemala,61.432,58.857,64.234,30.8,30.8,91.9,,9.136,45.8349080258118,50.9448991254886,3.22019284869964,2.76856424602669,,,,,,,,,,,,,,0.716620872749374
1985,BHS,Bahamas,69.257,65.763,72.89,16.9,16.9,27.8,,5.996,32.8822656392949,62.4658954601826,4.6518389005225,1.95817803162184,,,,,,,,,,,,,,2.79640576405265
1985,AUS,Australia,75.6292682926829,72.4,79.02,5.7,5.7,11.3,,6.6,23.5651276759892,66.1768292993875,10.2580430246233,1.33209683462492,,,,1.9,1.9,1.9,,,,,,,,3.88513510400308
1993,TON,Tonga,67.855,64.39,71.932,8.7,8.7,20,,6.813,39.9792947136188,55.2097415357091,4.81096375067217,0.233456876278729,,,,,,,,,0,115.775032043457,,1.3,,3.49615423658661
2011,ARG,Argentina,76.124,72.841,79.322,7.5,7.5,13.9,50,7.51,25.4191748509299,63.9571561104161,10.6236690386539,1.15305928006386,17.6,,2.9,,,,93.02688168,99.0953521728516,51,85.2694396972656,99.1083297729492,7.18,,4.78868313859435
2019,PRY,Paraguay,73.621,70.961,76.441,10.3,10.3,19.4,70,5.636,29.4246049384333,64.5332679737211,6.04212708784566,1.33657480808218,16,13.954068845618,8.2,,,,91.77642662,99.6999969482422,68.51762842,,93.2135314941406,6.59,23.5,-1.72420205098025
1985,GTM,Guatemala,60.203,57.56,63.085,32.7,32.7,100.1,,9.751,45.9792667468043,50.9197465767629,3.10098667643279,2.75409483924612,,,,,,,,,,,,,,-3.30930159736683
2006,ARG,Argentina,75.433,,,,,,,,,,,,,,,,,,,,,,,,,
1985,KIR,Kiribati,58.591,56.998,60.143,,,108.6,,10.601,39.1377346045452,57.3154644120645,3.5468009833903,2.07510891763956,,,,,,,,,,,,,,-6.42632817653056
1998,TUV,Tuvalu,63.418,61.291,65.406,25.2,25.2,44.6,,9.973,36.8486609923189,56.9960556362881,6.15528337139298,0.0415282397994889,,,,,,,,,,,,,,15.4532643105755
1993,LCA,Santa Lucía,71.114,68.588,73.594,11.1,11.1,20.3,,5.943,37.6899031262723,56.5027204726926,5.80737640103503,1.47452801235717,,,,0.544,0.544,0.544,,,0,,,16.8,,-0.889046679909328
1986,PAN,Panamá,70.833,68.114,73.895,20.1,20.1,35.6,,5.416,37.7783983693524,57.9235722932318,4.29802933741589,2.2455812767976,,,,,,,,,,56.9222106933594,,,,1.26800772758232
2014,PRY,Paraguay,72.878,70.253,75.668,12.2,12.2,22.9,77,5.481,30.8887075930748,63.6534410293954,5.45785137752985,1.40654396942745,15.8,,7.1,,,,86.53108842,99.0007171630859,43,71.0274505615234,95.0348129272461,5.03,27.2,3.83049792540911
2017,NRU,Nauru,62.988,59.645,66.759,20.1,20.1,31.4,,6.65,38.9086240102718,59.2724160068479,1.81895998288038,2.11954818190381,,,,,,,65.59552643,99.8700408935547,62.38512451,,,,,-7.72383881676693
2017,PRY,Paraguay,73.644,70.986,76.459,11.1,11.1,20.8,69,5.445,29.9051248354943,64.2924194905627,5.80245567394299,1.40691381584073,16.5,,7.8,,,,89.69285635,99.3000030517578,61.07575622,,,4.61,26.4,3.34581598704227
2003,WSM,Samoa,71.496,,,,,,,,,,,,,,,,,,,,,,,,,
1997,ECU,Ecuador,71.681,68.599,74.857,17.2,17.2,35.7,,5.222,36.4972676266868,58.922774109778,4.57995826353517,1.78952275457463,,,,1.3275,1.3275,1.3275,,92.429817199707,0.110217959,,,4.538,,2.47749961736288
1987,TTO,Trinidad y Tobago,68.281,65.433,71.243,20.9,20.9,32.2,,6.651,34.8800024686506,60.2993076409608,4.82068989038867,1.23148268561057,,,,,,,,,,,,,,-5.7298764865951
1995,PAN,Panamá,72.385,69.33,75.656,16,16,28.3,,5.057,34.2574207484572,61.0956393932845,4.64693985825828,2.03382140422601,,,,1.1666,1.1666,1.1666,,76.6863403320313,0.056123043,,,6.062,,-0.296866178556769
1991,SUR,Suriname,64.453,61.587,67.504,20.1,20.1,43.5,,7.432,36.7275188049454,59.6994814667016,3.57299972835298,0.778296680225423,,,,,,,,,0,,,17.095,,1.90379090070569
1992,ECU,Ecuador,70.117,67.012,73.334,21,21,48.8,,5.498,38.0235302158963,57.8069925643807,4.16947721972304,2.11061272814707,,,,1.1994,1.1994,1.1994,,,0.005118035,,,4.589,,-0.0183417776277395
1996,SLV,El Salvador,67.076,62.207,71.893,18.1,18.1,42.2,,6.314,39.2729552221402,56.7571040855581,3.96994069230178,0.847880000384356,,,,,,,,77.883,0.086389581,53.9374313354492,,7.68,,-0.0396848735052657
1989,TTO,Trinidad y Tobago,68.438,65.777,71.162,19.9,19.9,30.8,,6.59,34.3976188704043,60.7340489511909,4.86833217840481,0.925854417799886,,,,,,,,,,,,,,-1.74384745839674
2011,VEN,Venezuela,72.913,68.983,77.1,11,11,17.2,118,5.649,29.7064897810051,64.44846723583,5.84504298316489,1.31857718723776,16.6,,2.5,,,,94.12461933,98.8399963378906,40.22,77.4584121704102,94.7702178955078,6.9,27.4,2.81179540130756
2006,CUB,Cuba,77.179,,,,,,,,,,,,,,,,,,,,,,,,,
2006,ECU,Ecuador,74.689,,,,,,,,,,,,,,,,,,,,,,,,,
2004,LCA,Santa Lucía,72.028,,,,,,,,,,,,,,,,,,,,,,,,,
2010,TUV,Tuvalu,63.978,60.607,67.72,16.2,16.2,31.3,,9.988,32.4659936489881,62.1356462391583,5.39836011185364,1.35511187118714,,,,,,,83.2339598,96.6302719116211,14.6,,,,26.3,-3.5382833070037
1994,DOM,República Dominicana,68.792,66.18,71.477,23,23,50.2,,5.624,37.5911614470036,58.7246214170137,3.68421713598278,1.93286962108106,,,,,,,,84.0242233276367,0,48.0592384338379,,6.413,,0.63626597051254
2017,BOL,Bolivia,67.701,65.228,70.347,15.5,15.5,28.9,164,7.107,32.3860928744601,62.696047368494,4.91785975704588,1.52010888105833,18,,12.5,1.0299,1.0299,1.0299,60.24970578,91.8000030517578,43.83227607,82.5367584228516,,3.65,,2.62330330357308
2013,USA,Estados Unidos,78.7414634146342,76.4,81.2,4,4,7,16,8.215,19.5369619001623,66.5719624236532,13.8910756761845,0.692860276624581,14,,2.5,,,,99.80256859,100,71.4,,,7.37,,1.13869234666606
2019,CRI,Costa Rica,79.427,77.002,81.953,5.8,5.8,8.2,19,5.468,21.2446417137941,68.869865394678,9.88549289152796,0.865128346659953,9.5,7.1284953663228,3.4,,,,97.75378868,99.7099990844727,81.20259644,73.9882125854492,,10.81,23.9,1.53529056646803
2022,LCA,Santa Lucía,,,,,,,,,,,,,,,,,,,,,,,,17.362,,
2018,SLV,El Salvador,72.555,67.352,77.488,6.8,6.8,13.8,45,6.938,26.7894159695715,65.3364678552836,7.874116175145,0.154476680476382,10.7,,8.4,2.8699,2.8699,2.8699,82.78125746,97,43.8,79.2766418457031,89.0085983276367,4.01,,2.2543628999441
1999,HND,Honduras,68.422,66.413,70.565,18.3,18.3,39.2,,5.26,43.1510421290139,53.8452750462572,3.00368282472888,2.64099963918582,,,,,,,,67.394103,0.573575476,,,3.85,,-3.32290709133063
2016,CAN,Canadá,81.9248780487805,79.92,84.03,3.5,3.5,5.3,13,7.4,16.2256366948544,67.3790409090975,16.3953223960481,1.13234865466606,10.4,,2.5,2.3105,2.3105,2.3105,99.19947682,100,91.16,,,7,,-0.135842621321913
2009,CHL,Chile,78.741,,,,,,,,,,,,,,,,,,,,,,,,,
2009,DOM,República Dominicana,71.871,,,,,,,,,,,,,,,,,,,,,,,,,
2022,ECU,Ecuador,,,,,,,,,,,,,,,,,,,,,,,,3.955,,
2021,SLV,El Salvador,70.748,66.078,75.149,6.1,6.1,12.4,,8.661,25.7615354676606,66.0878571878241,8.15060734451533,0.340068122361035,,,,,,,,,62.88028717,,,4.35,,9.90409111652892
2016,USA,Estados Unidos,78.5390243902439,76.1,81.1,3.8,3.8,6.7,18,8.493,19.1742051083628,66.1534833947932,14.672311496844,0.724676067451429,14,,2.5,,,,99.74755356,100,85.54442129,,,4.87,,0.933375361665711
2017,AUS,Australia,82.5,80.5,84.6,2.3,2.3,3.8,5,6.5,18.8504743134126,65.7310259740886,15.4184997124988,1.65339053503068,8.7,,2.5,3.6778,3.6778,3.6778,99.99115238,100,86.54504885,,,5.59,,0.604963407727865
2004,CUB,Cuba,76.912,,,,,,,,,,,,,,,,,,,,,,,,,
2008,FSM,Micronesia (Estados Federados de),71.137,,,,,,,,,,,,,,,,,,,,,,,,,
2000,GRD,Granada,72.783,,,,,,,,,,,,,,,,,,,,,,,,,
2005,SLB,Islas Salomón,67.936,,,,,,,,,,,,,,,,,,,,,,,,,
2004,SLV,El Salvador,70.34,,,,,,,,,,,,,,,,,,,,,,,,,
2000,VCT,San Vicente y las Granadinas,71.377,,,,,,,,,,,,,,,,,,,,,,,,,
1994,AUS,Australia,77.8780487804878,75,80.9,3.9,3.9,7.3,,7.1,21.6348018006118,66.6015210802233,11.7636771191649,0.963092494678111,,,,2.4386,2.4386,2.4386,,100,2.232101254,,,9.72,,2.98429779522998
1990,LCA,Santa Lucía,70.326,68.095,72.461,12.1,12.1,21.9,,6.061,40.15291529926,54.295472273561,5.55161242717901,1.30431403690695,,,,0.35,0.35,0.35,,,0,,,,,8.46668867303275
1990,BLZ,Belice,70.744,69.139,72.487,18.6,18.6,38.4,,5.555,44.1441046719554,51.7006728207263,4.15522250731833,2.15572834630189,,,,0.639,0.639,0.639,,,0,,,,,9.06668172195484
1989,AUS,Australia,76.7136585365854,73.66,79.92,4.9,4.9,9.7,,7.3,22.1797546025419,66.8826609308986,10.9375844665595,1.69287969389346,,,,2.1,2.1,2.1,,,,,,,,2.13174042314532
1990,ECU,Ecuador,69.348,66.314,72.512,22.2,22.2,54.1,,5.678,38.6784866271844,57.3240923602879,3.99742101252771,2.32006286999306,,,,0.9564,0.9564,0.9564,,,0,,88.2987594604492,,,1.30216416418996
1990,NIC,Nicaragua,63.096,59.766,66.45,23,23,66.9,,7.288,45.8683316697494,51.4030516909424,2.7286166393082,2.35429940783244,,,,0.657,0.657,0.657,,,0,,,,,-2.37808014922447
1992,PRY,Paraguay,68.395,66.468,70.422,21.1,21.1,42.3,,6.137,41.2596154149652,54.7034329607675,4.03695162426733,2.58284086619382,,,,,,,,,0,,90.2718200683594,4.98,,-0.896597874291089
2006,AUS,Australia,81.0414634146342,,,,,,,,,,,,,,,,,,,,,,,,,
2001,VEN,Venezuela,71.201,,,,,,,,,,,,,,,,,,,,,,,,,
2008,CAN,Canadá,80.7246341463415,,,,,,,,,,,,,,,,,,,,,,,,,
2006,GUY,Guyana,65.667,,,,,,,,,,,,,,,,,,,,,,,,,
1991,CHL,Chile,73.574,70.376,76.794,8,8,17.6,,5.313,29.6924360889077,64.1791880080922,6.12837590300005,1.62856989207288,,,,1.066,1.066,1.066,,94.781623840332,0,,,5.23,,6.06294117493185
2021,MEX,México,70.213,66.056,74.864,8.1,8.1,13.2,,9.406,24.9531348918147,66.9132261234742,8.1336389847111,0.559420832085433,,,,,,,,,75.62650476,,,4.09,,4.1363722123716
2015,HND,Honduras,72.487,70.15,74.991,11.8,11.8,20.5,67,4.147,34.1996516113741,62.2829746025757,3.51737378605026,1.8093624065659,21.2,11.7863930527615,14.5,,,,78.97595367,89.9817123413086,27.1,,87.9068298339844,6.15,51.5,1.97813209013502
2012,AUS,Australia,82.0463414634146,79.9,84.3,2.5,2.5,4.3,6,6.6,18.9357849563926,66.9387783654635,14.1254366781439,1.74582000067359,9.3,,2.5,3.2858,3.2858,3.2858,99.99115238,100,79,,,5.22,,2.10380811026087
2016,SLB,Islas Salomón,69.801,68.367,71.427,8.9,8.9,22.1,133,5.176,40.3487013255809,56.2023365631697,3.44896211124945,2.48924408661005,39.5,,18.1,0.1937,0.1937,0.1937,32.75394007,58.3271942138672,11.00090227,71.1754531860352,,0.691,,2.95964958146601
1996,PER,Perú,68.147,65.684,70.752,21,21,53.4,,6.217,36.7382563110455,59.0986756153672,4.16306807358733,1.85695289229942,,,,,,,,67,0.24623258,,,4.769,,0.907659325757336
2020,SLB,Islas Salomón,70.199,68.791,71.802,7.8,7.8,19.4,122,5.082,39.5719414546352,56.9651926639617,3.46286588140317,2.3713876123354,,,18.1,,,,34.75592548,73.3464813232422,35.88145793,,,0.892,,-5.646280663101
1996,SUR,Suriname,65.668,62.669,68.842,18.3,18.3,36.3,,6.942,35.9906676925746,60.0746449408507,3.9346873665747,2.12776891692143,,,,0.252,0.252,0.252,,,0.226306297,,,10.88,,-1.12634333714698
1991,ECU,Ecuador,69.625,66.55,72.822,21.6,21.6,51.4,,5.627,38.3406937063874,57.5770668162416,4.08223947737094,2.23742019192721,,,,1.1654,1.1654,1.1654,,,0,,,4.439,,1.9838176198196
1990,COL,Colombia,68.644,64.539,73.067,18.2,18.2,35.6,,5.834,36.2943362005166,59.8245673095099,3.88109648997355,2.10245993310484,,,,0.7906,0.7906,0.7906,,89.9,0,,,,,2.11239850086568
1986,SLV,El Salvador,57.741,51.848,64.175,25.2,25.2,75.3,,10.059,42.6841133956917,54.3907370027914,2.92514960151694,1.90979290744089,,,,,,,,,,,,,,-1.70068144130754
2001,BHS,Bahamas,72.11,,,,,,,,,,,,,,,,,,,,,,,,,
1997,BHS,Bahamas,71.054,67.667,74.424,8.5,8.5,17,,5.908,30.8817247288185,64.3552497739147,4.76302549726683,1.70316779551373,,,,,,,,100,1.362953903,,,9.76,,5.0708797682064
1995,CHL,Chile,74.609,71.429,77.812,6.5,6.5,13.1,,5.352,28.6961402519672,64.2482005016926,7.05565924634017,1.44005433972801,,,,,,,,95.760383605957,0.346980781,,,4.7,,7.37583824759038
2012,ARG,Argentina,76.467,72.939,79.953,7.5,7.5,13.3,45,7.394,25.2279686735182,64.0236515867461,10.7483797397358,1.13690569378967,17.4,,2.8,,,,93.55005363,99.22998046875,55.8,86.2102508544922,99.1052322387695,7.22,,-2.14528444981812
2016,CRI,Costa Rica,79.459,77.01,82.008,6.2,6.2,8.9,19,4.986,22.2084524301824,68.8077642888414,8.98378328097622,1.01547072688832,10,,3.6,2.8443,2.8443,2.8443,97.23182641,99.5,65.88044919,56.5154991149902,,8.09,22.9,3.15151338793582
2012,TUV,Tuvalu,63.964,60.504,67.904,14.2,14.2,29,,10.055,32.2262656041273,62.4902114330462,5.28352296282648,1.42899341733525,,,,,,,84.405213,97.6717758178711,18.7,,,,,-3.51630343162044
1992,BRA,Brasil,66.708,63.799,69.775,24.5,24.5,57.4,,6.951,34.3081434491389,61.0319715539349,4.6598849969262,1.65853493143757,,,,1.1399,1.1399,1.1399,,88.803833,0.012946262,,,6.42,,-2.17997980598244
2022,URY,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,7.841,,
2001,BLZ,Belice,68.357,,,,,,,,,,,,,,,,,,,,,,,,,
2006,BRA,Brasil,72.037,,,,,,,,,,,,,,,,,,,,,,,,,
2005,CUB,Cuba,77.047,,,,,,,,,,,,,,,,,,,,,,,,,
2003,USA,Estados Unidos,77.0365853658537,,,,,,,,,,,,,,,,,,,,,,,,,
1990,TUV,Tuvalu,61.661,58.778,64.366,28.2,28.2,52.8,,10.413,36.7002450313096,57.7783827933569,5.52137217533352,1.81333613092606,,,,,,,,,0,42.3728790283203,,,,
1985,HND,Honduras,62.996,61.26,64.83,26.3,26.3,74.5,,8.339,47.1277160913491,49.5932828481847,3.27900106046617,2.90840480945734,,,,,,,,,,,,,,2.5984400463483
1993,CHL,Chile,74.195,71.171,77.21,7.1,7.1,15,,5.316,29.2270087422936,64.1635435685228,6.6094476891836,1.55570947046153,,,,,,,,95.2737274169922,0.071783144,,,4.49,,4.94340387290748
2022,BOL,Bolivia,,,,,,,,,,,,,,,,,,,,,,,,4.419,,
2018,TON,Tonga,70.779,68.149,73.614,5.2,5.2,11.9,84,6.888,35.8676373388619,58.0382404268168,6.09412223432128,-0.251703882324793,25.3,,,,,,93.0929125,99.132568359375,53.4,,99.4143676757813,2.25,,0.493856827697542
2014,SUR,Suriname,69.782,66.6,73.197,13.3,13.3,21,135,7.646,28.8180950073901,65.0034580695897,6.17844692302021,1.0118034959337,20.3,,7.3,,,,85.80110306,94.3376312255859,40.08,46.0942192077637,,6.94,,-0.753771107060828
2006,BLZ,Belice,70.093,,,,,,,,,,,,,,,,,,,,,,,,,
2000,URY,Uruguay,75.025,,,,,,,,,,,,,,,,,,,,,,,,,
2002,VCT,San Vicente y las Granadinas,72.168,,,,,,,,,,,,,,,,,,,,,,,,,
1992,SUR,Suriname,64.65,61.708,67.785,19.7,19.7,42.1,,7.314,36.7394441987936,59.6647839616896,3.59577183951678,0.847399810778334,,,,,,,,,0,,,17.28,,-0.447194768436177
